FID,OBJECTID,COMPKEY,STNAME_ORD,FLOWSEGID,DOWNTOWN,START_DATE,AMPK,PMPK,AWDT,ADT,AWDT_ROUND,DATAQUALIT,FLAGS,SegStatus,CreateDate,Creator,ModifiedDa,ID,STUDY_TITL,COMPKEY_1,UNIT_ID_UN,DIR_FLOW,LANE,DAYS,Min_NORM_A,Max_NORM_A,Ave_NORM_A,Shape_Leng,ADJUST,Shape__Length
1422,0,9554,CALIFORNIA AVE SW,300,N,5/6/2020 12:00:00 AM,534,684,7400,7171,9100,Study(Normalized20), ,Act,1/1/2015 12:00:00 AM,Original Data,7/1/2021 12:00:00 AM,334854,"CALIFORNIA AVE SW, S/O SW ALASKA ST",9554,05790/0470,TOTAL,STANDARD,7,0,0,0,650.030449651, ,650.030449651738
1423,0,"12654,12656,12655,12663,12660,12658,12662,12661,12657,12659",ROOSEVELT WAY NE,1877,N,4/8/2020 12:00:00 AM,112,154,1489,1460,2300,Study(Normalized20), ,Act,1/1/2015 12:00:00 AM,Original Data,7/1/2021 12:00:00 AM,334592,"ROOSEVELT WAY NE, N/O NE 117TH ST",12660,09485/1170,TOTAL,STANDARD,7,0,0,0,3357.16296735, ,3357.16296735237
1424,0,"14635,14636,14637,14634",E PINE ST,959,N,1/23/2020 12:00:00 AM,425,510,7663,7850,5800,Study(Normalized20), ,Act,1/1/2015 12:00:00 AM,Original Data,7/1/2021 12:00:00 AM,333663,"E PINE ST, E/O 10TH AVE",14636,11480/0100,TOTAL,STANDARD,7,0,0,0,972.937071899, ,972.937071913488
1425,0,"3450,163713",23RD AVE S,511,N,2/18/2020 12:00:00 AM,1048,1262,14757,13802,10600,Study(Normalized20), ,Act,1/1/2015 12:00:00 AM,Original Data,7/1/2021 12:00:00 AM,333989,"23RD AVE S, S/O S JUDKINS ST",3450,01375/0130,TOTAL,STANDARD,7,0,0,0,1304.00013846, ,1304.00013847344
1426,0,20458,S INDUSTRIAL WAY,344,N,2/6/2020 12:00:00 AM,338,375,4201,3372,3000,Study(Normalized20), ,Act,1/1/2015 12:00:00 AM,Original Data,7/1/2021 12:00:00 AM,334107,"S INDUSTRIAL EB WAY, SE/O 4TH AVE S",20458,16260/0040,SE,STANDARD,7,0,0,0,747.969563386, ,747.969563386764
1427,0,"8677,8679,8682,8678,8680,8681,8676",AIRPORT WAY S,365,N,2/21/2020 12:00:00 AM,2143,1786,20427,16403,14700,Study(Normalized20), ,Act,1/1/2015 12:00:00 AM,Original Data,7/1/2021 12:00:00 AM,334079,"AIRPORT WAY S, S/O S BRADFORD ST",8679,05000/0390,TOTAL,STANDARD,7,0,0,0,2307.16031412, ,2307.16031412184
1428,0,18093,NE RAVENNA BLVD,1590,N,7/17/2020 12:00:00 AM,102,142,1487,1454,1500,Study(Normalized20), ,Act,1/1/2015 12:00:00 AM,Original Data,7/1/2021 12:00:00 AM,335417,"NE RAVENNA WB BV, W/O 15TH N AVE NE",18093,14018/0140,W,STANDARD,7,0,0,0,279.957710334, ,279.957710334206
1429,0,"5322,5320,5319,5321,5323",34TH AVE W,1286,N,4/21/2020 12:00:00 AM,233,337,3233,3103,4900,Study(Normalized20), ,Act,1/1/2015 12:00:00 AM,Original Data,7/1/2021 12:00:00 AM,334675,"34TH AVE W, S/O W RAYE ST",5321,02620/0250,TOTAL,STANDARD,7,0,0,0,2650.7232103, ,2650.72321030047
1430,0,"2964,2965",20TH AVE NE,1553,N,8/11/2020 12:00:00 AM,83,127,1396,1341,1400,Study(Normalized20), ,Act,1/1/2015 12:00:00 AM,Original Data,7/1/2021 12:00:00 AM,335635,"20TH AVE NE, N/O NE 54TH ST",2964,01055/0530,TOTAL,STANDARD,7,0,0,0,427.420723013, ,427.420723013057
1431,0,"5478,5479,5480",35TH AVE SW,134,N,2/20/2020 12:00:00 AM,1321,1526,18296,17669,13100,Study(Normalized20), ,Act,1/1/2015 12:00:00 AM,Original Data,7/1/2021 12:00:00 AM,334062,"35TH AVE SW, S/O SW THISTLE ST",5478,02720/0840,TOTAL,STANDARD,7,0,0,0,1325.20006227, ,1325.20006226569
1432,0,"19220,19221,19218,19222,19219",NW MARKET ST,1559,N,7/23/2020 12:00:00 AM,1439,1711,22448,21777,23400,Study(Normalized20), ,Act,1/1/2015 12:00:00 AM,Original Data,7/1/2021 12:00:00 AM,335392,"NW MARKET ST, E/O 8TH AVE NW",19222,15130/0070,TOTAL,STANDARD,7,0,0,0,979.169422953, ,979.169422952739
1433,0,"20895,338577,20897,20894,20898,20899,20896,4694","S MOUNT BAKER BLVD,30TH AVE S",433,N,4/28/2020 12:00:00 AM,14,20,170,166,300,Study(Normalized20), ,Act,1/1/2015 12:00:00 AM,Original Data,7/1/2021 12:00:00 AM,334775,"S MOUNT BAKER WB BV, SW/O 34TH AVE S",20898,16620/0330,SW,STANDARD,7,0,0,0,2639.31599009, ,2639.31599010877
1434,0,18043,NE PACIFIC ST,1337,N,6/25/2020 12:00:00 AM,671,918,9969,8607,9900,Study(Normalized20), ,Act,1/1/2015 12:00:00 AM,Original Data,7/1/2021 12:00:00 AM,335139,"NE PACIFIC ST, W/O BROOKLYN AVE NE",18043,13950/0100,TOTAL,STANDARD,7,0,0,0,717.86164298, ,717.861642965605
1435,0,10657,GLENN WAY SW,333,N,1/27/2020 12:00:00 AM,99,109,1048,0,800,Study(Normalized20), ,Act,1/1/2015 12:00:00 AM,Original Data,7/1/2021 12:00:00 AM,333696,"GLENN WAY SW, NW/O SW OREGON ST",10657,07035/0440,TOTAL,STANDARD,3,0,0,0,740.517754961, ,740.517754960668
1436,0,"2159,2167,2158,2160,2166,2161,2168,2163,2162,2164",15TH AVE S,322,N,4/21/2020 12:00:00 AM,579,851,9253,8551,14200,Study(Normalized20), ,Act,1/1/2015 12:00:00 AM,Original Data,7/1/2021 12:00:00 AM,334685,"15TH AVE S, S/O S FERDINAND ST",2162,00565/0490,TOTAL,STANDARD,7,0,0,0,3974.78166501, ,3974.78166501495
1437,0,9552,CALIFORNIA AVE SW,332,N,4/14/2020 12:00:00 AM,630,802,8860,8705,13600,Study(Normalized20), ,Act,1/1/2015 12:00:00 AM,Original Data,7/1/2021 12:00:00 AM,334630,"CALIFORNIA AVE SW, N/O SW OREGON ST",9552,05790/0440,TOTAL,STANDARD,7,0,0,0,659.742113102, ,659.742113101508
1438,0,"12816,12815",SEWARD PARK AVE S,95,N,4/15/2020 12:00:00 AM,276,414,4260,4044,6500,Study(Normalized20), ,Act,1/1/2015 12:00:00 AM,Original Data,7/1/2021 12:00:00 AM,334666,"SEWARD PARK AVE S, S/O S HENDERSON ST",12815,09630/0900,TOTAL,STANDARD,7,0,0,0,1293.28734777, ,1293.28734776959
1439,0,"10858,10857",HARVARD AVE E,1971,N,7/21/2020 12:00:00 AM,814,1152,13147,13653,13700,Study(Normalized20), ,Act,1/1/2015 12:00:00 AM,Original Data,7/1/2021 12:00:00 AM,335407,"HARVARD AVE E, N/O E EDGAR ST",10858,07190/0270,TOTAL,STANDARD,7,0,0,0,886.224529335, ,886.224529335351
1440,0,9412,BROAD ST,1008,Y,4/7/2020 12:00:00 AM,184,241,2946,2838,4500,Study(Normalized20),COVID,Act,1/1/2015 12:00:00 AM,Original Data,7/1/2021 12:00:00 AM,334624,"BROAD ST, SW/O 1ST AVE",9412,05700/0005,TOTAL,STANDARD,7,0,0,0,322.155770291, ,322.155770290616
1441,0,"12543,12544,12542",RENTON AVE S,46,N,4/16/2020 12:00:00 AM,359,547,5934,5816,9100,Study(Normalized20), ,Act,1/1/2015 12:00:00 AM,Original Data,7/1/2021 12:00:00 AM,334669,"RENTON AVE S, SE/O 62ND AVE S",12543,09425/1042,TOTAL,STANDARD,7,0,0,0,834.302025058, ,834.302025058151
1442,0,"11567,486836,487069,487065,487067,487294,487063,487292",M L KING JR WAY S,159,N,2/19/2020 12:00:00 AM,1737,1705,23721,22889,17000,Study(Normalized20),Combined,Act,1/1/2015 12:00:00 AM,Original Data,7/1/2021 12:00:00 AM,334017,"M L KING JR ER WAY S, S/O S KENYON ST",487069,08299/0790,TOTAL,STANDARD,7,0,0,0,3448.39891772, ,3448.39891772262
1443,0,"16036,16038,16037,16039",N 92ND ST,1798,N,2/20/2020 12:00:00 AM,661,836,8511,7625,6100,Study(Normalized20), ,Act,1/1/2015 12:00:00 AM,Original Data,7/1/2021 12:00:00 AM,334024,"N 92ND ST, W/O CORLISS AVE N",16038,12590/0210,TOTAL,STANDARD,7,0,0,0,1623.06413197, ,1623.06413198982
1444,0,"8384,8387,8385,8389,8391,8392,8394,8386,8393,8390,8388",8TH AVE NW,1646,N,2/20/2020 12:00:00 AM,1117,1533,17023,16205,12200,Study(Normalized20), ,Act,1/1/2015 12:00:00 AM,Original Data,7/1/2021 12:00:00 AM,334044,"8TH AVE NW, N/O NW 58TH ST",8387,04800/0580,TOTAL,STANDARD,7,0,0,0,2674.93063592, ,2674.93063591696
1445,0,"21295,21294,21291,21293,21292,3463,3464,3467,3468,3466,3465,3462","S SPOKANE ST,23RD AVE S",439,N,2/18/2020 12:00:00 AM,841,942,11806,10437,8500,Study(Normalized20), ,Act,1/1/2015 12:00:00 AM,Original Data,7/1/2021 12:00:00 AM,334001,"23RD AVE S, S/O S HORTON ST",3467,01375/0330,TOTAL,STANDARD,7,0,0,0,3539.76921847, ,3539.76921847511
1446,0,1030,1ST AVE N,1154,N,7/9/2020 12:00:00 AM,153,193,2179,2069,2300,Study(Normalized20), ,Act,1/1/2015 12:00:00 AM,Original Data,7/1/2021 12:00:00 AM,335419,"1ST AVE N, S/O ROY ST",1030,00015/0060,N,STANDARD,7,0,0,0,318.822726599, ,318.82272659882
1447,0,18071,NE RAVENNA BLVD,1588,N,7/17/2020 12:00:00 AM,109,145,1622,1598,1700,Study(Normalized20), ,Act,1/1/2015 12:00:00 AM,Original Data,7/1/2021 12:00:00 AM,335414,"NE RAVENNA EB BV, E/O UNIVERSITY WAY NE",18071,14010/0140,SE,STANDARD,7,0,0,0,296.583567643, ,296.583567642846
1448,0,"12226,12653","PINEHURST WAY NE,ROOSEVELT WAY NE",1855,N,5/6/2020 12:00:00 AM,446,620,6668,6441,8200,Study(Normalized20), ,Act,1/1/2015 12:00:00 AM,Original Data,7/1/2021 12:00:00 AM,334852,"ROOSEVELT WAY NE, N/O NE NORTHGATE WAY",12653,09485/1100,TOTAL,STANDARD,7,0,0,0,633.601086851, ,633.601086847029
1449,0,"4978,4977,4980,4986,4976,4982,4985,4987,4979,4975,4984,4981,4983",32ND AVE NW,1657,N,7/20/2020 12:00:00 AM,245,318,3614,3509,3800,Study(Normalized20), ,Act,1/1/2015 12:00:00 AM,Original Data,7/1/2021 12:00:00 AM,335503,"32ND AVE NW, S/O NW 57TH ST",4976,02385/0560,TOTAL,STANDARD,7,0,0,0,2626.61489027, ,2626.61489027346
1450,0,"10635,10634,3091","GILMAN AVE W,20TH AVE W",1351,N,4/21/2020 12:00:00 AM,200,289,2957,2914,4500,Study(Normalized20), ,Act,1/1/2015 12:00:00 AM,Original Data,7/1/2021 12:00:00 AM,334676,"20TH AVE W, N/O W DRAVUS ST",3091,01075/0320,TOTAL,STANDARD,7,0,0,0,2170.18698282, ,2170.18698281858
1451,0,"22660,22661",SW OREGON ST,320,N,1/27/2020 12:00:00 AM,334,315,3726,0,2800,Study(Normalized20), ,Act,1/1/2015 12:00:00 AM,Original Data,7/1/2021 12:00:00 AM,333692,"SW OREGON ST, E/O GLENN WAY SW",22661,18055/0440,TOTAL,STANDARD,3,0,0,0,668.399420227, ,668.399420226881
1452,0,18070,NE RAVENNA BLVD,1591,N,7/17/2020 12:00:00 AM,193,254,2978,2870,3100,Study(Normalized20), ,Act,1/1/2015 12:00:00 AM,Original Data,7/1/2021 12:00:00 AM,335413,"NE RAVENNA EB BV, E/O BROOKLYN AVE NE",18070,14010/0130,SE,STANDARD,7,0,0,0,296.715656669, ,296.715656682747
1453,0,"12794,12793",SEWARD PARK AVE S,249,N,2/6/2020 12:00:00 AM,67,86,885,848,600,Study(Normalized20), ,Act,1/1/2015 12:00:00 AM,Original Data,7/1/2021 12:00:00 AM,333976,"SEWARD PARK AVE S, SE/O OAKHURST N RD S",12794,09630/0580,TOTAL,STANDARD,7,0,0,0,1063.09104967, ,1063.09104967058
1454,0,"4517,21216","3RD AVE S,S ROYAL BROUGHAM WAY",517,N,2/6/2020 12:00:00 AM,489,364,3722,3351,2700,Study(Normalized20), ,Act,1/1/2015 12:00:00 AM,Original Data,7/1/2021 12:00:00 AM,334117,"S ROYAL BROUGHAM WAY, W/O 4TH AVE S",21216,16895/0030,TOTAL,STANDARD,7,0,0,0,472.913509779, ,472.913509769657
1455,0,"2100,2101,2097,2099,2098",15TH AVE NW,1563,N,7/23/2020 12:00:00 AM,2179,2707,33218,32650,34600,Study(Normalized20), ,Act,1/1/2015 12:00:00 AM,Original Data,7/1/2021 12:00:00 AM,335386,"15TH AVE NW, N/O NW 53RD ST",2100,00560/0530,TOTAL,STANDARD,7,0,0,0,1319.41313556, ,1319.41313556352
1456,0,"2518,2517",17TH AVE NE,1498,N,7/31/2020 12:00:00 AM,71,116,1189,1146,1200,Study(Normalized20), ,Act,1/1/2015 12:00:00 AM,Original Data,7/1/2021 12:00:00 AM,335542,"17TH NB AVE NE, N/O NE 47TH ST",2518,00817/0470,N,STANDARD,7,0,0,0,1319.22212484, ,1319.22212483472
1457,0,19210,NW LEARY WAY,1493,N,7/23/2020 12:00:00 AM,1009,1172,13941,13327,14500,Study(Normalized20), ,Act,1/1/2015 12:00:00 AM,Original Data,7/1/2021 12:00:00 AM,335398,"NW LEARY WAY, W/O 14TH AVE NW",19210,15115/0140,TOTAL,STANDARD,7,0,0,0,623.310877219, ,623.310877204415
1458,0,11371,LENORA ST,965,Y,7/9/2020 12:00:00 AM,246,279,3941,3666,4100,Study(Normalized20),COVID,Act,1/1/2015 12:00:00 AM,Original Data,7/1/2021 12:00:00 AM,335420,"LENORA ST, NE/O 5TH AVE",11371,08195/0050,SW,STANDARD,7,0,0,0,322.006990851, ,322.006990851193
1459,0,"11347,11348",LEARY WAY NW,1488,N,7/23/2020 12:00:00 AM,923,1022,12341,11567,12800,Study(Normalized20), ,Act,1/1/2015 12:00:00 AM,Original Data,7/1/2021 12:00:00 AM,335394,"LEARY WAY NW, NW/O NW 46TH ST",11347,08150/0460,TOTAL,STANDARD,7,0,0,0,830.424563508, ,830.424563511829
1460,0,2513,17TH AVE SW,78,N,4/23/2020 12:00:00 AM,353,488,5172,5054,7900,Study(Normalized20), ,Act,1/1/2015 12:00:00 AM,Original Data,7/1/2021 12:00:00 AM,336406,"17TH AVE SW, S/O DELRIDGE WAY SW",2513,00785/0950,TOTAL,STANDARD,7,0,0,0,540.379128774, ,540.379128774329
